"","subject","item","value","measure","item_type","pict_order","adjective","adj_type","pict_position","noun","group","series","newcol","degree","block","degree2","value2"
"6485","5aeb3e5fa92bbd0001ed1c40","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6486","5b2918db3096610001b105dd","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6487","5a042ef2a383a100011b4472","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6488","5aa0453c6475f90001a029c5","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6489","5b296504bbd4880001117a19","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6490","5b22d1be65be5e0001ab3aa8","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",1,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",0
"6491","5973a554bfd3ae000163b016","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6492","5a5fd26aacc75b00017ab97e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6493","5b3ba37dc49ecb00010a9f4c","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6494","5b68c047ca518a0001c7bc01","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6495","58335814d6ed08000154e575","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6496","5b11c2c330d562000155c1fe","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6497","5b2e41eb1d2f710001fb32db","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6498","5b165033f6cef00001427e90","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6499","5b5b1bbddb56360001f44ec9","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6500","565248ccfea9c60012c5cc62","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6501","5a1ed5999b760100013a8b3f","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6502","5a7fab56f49c9a0001f3549e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6503","5592a7f2fdf99b3a9e651fd9","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6504","59a426b35fd74b0001abfa4f","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6505","5b4efaf99fe6a800019399cc","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6506","5962799cb752840001ca478b","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6507","5b58ec3087d34d0001028a60","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6508","5b2e3a615307700001058060","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6509","5a05a6607ecfc50001be0c68","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6510","5b50f88151010b000120394d","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6511","5aead79e883c80000161f4f6","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6512","5b4cbfd51aa4be0001cbca8e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",1,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",0
"6513","5a787b42b093f80001a75ee0","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6514","58541df2b6451b00010b8758","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6515","58110cfec7679900017ed0fc","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6516","5a2596678c9099000128e1a7","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.1...Q2.43.1",0,"rating","target","leftno_rightyes","voll","max","01","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_01","01","b1","05",1
"6517","5b5e0ddeba7ec90001fe9d3e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6518","59dbc8af16ecc200016fea4d","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6519","5aeaf9a9cb04880001cbd1a5","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",1,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",0
"6520","5a942689b5e2110001c67d93","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6521","5aeb3e5fa92bbd0001ed1c40","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",1,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",0
"6522","5b2918db3096610001b105dd","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6523","5a042ef2a383a100011b4472","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6524","5aa0453c6475f90001a029c5","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6525","5b296504bbd4880001117a19","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6526","5b22d1be65be5e0001ab3aa8","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",1,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",0
"6527","5973a554bfd3ae000163b016","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6528","5a5fd26aacc75b00017ab97e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6529","5b3ba37dc49ecb00010a9f4c","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6530","5b68c047ca518a0001c7bc01","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6531","58335814d6ed08000154e575","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6532","5b11c2c330d562000155c1fe","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6533","5b2e41eb1d2f710001fb32db","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6534","5b165033f6cef00001427e90","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6535","5b5b1bbddb56360001f44ec9","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",1,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",0
"6536","565248ccfea9c60012c5cc62","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",1,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",0
"6537","5a1ed5999b760100013a8b3f","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6538","5a7fab56f49c9a0001f3549e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6539","5592a7f2fdf99b3a9e651fd9","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6540","59a426b35fd74b0001abfa4f","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6541","5b4efaf99fe6a800019399cc","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6542","5962799cb752840001ca478b","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6543","5b58ec3087d34d0001028a60","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6544","5b2e3a615307700001058060","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6545","5a05a6607ecfc50001be0c68","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6546","5b50f88151010b000120394d","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6547","5aead79e883c80000161f4f6","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6548","5b4cbfd51aa4be0001cbca8e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",1,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",0
"6549","5a787b42b093f80001a75ee0","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6550","58541df2b6451b00010b8758","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6551","58110cfec7679900017ed0fc","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6552","5a2596678c9099000128e1a7","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.2...Q2.43.2",0,"rating","target","leftno_rightyes","voll","max","02","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_02","02","b1","04",1
"6553","5b5e0ddeba7ec90001fe9d3e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6554","59dbc8af16ecc200016fea4d","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6555","5aeaf9a9cb04880001cbd1a5","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6556","5a942689b5e2110001c67d93","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6557","5aeb3e5fa92bbd0001ed1c40","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6558","5b2918db3096610001b105dd","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6559","5a042ef2a383a100011b4472","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6560","5aa0453c6475f90001a029c5","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6561","5b296504bbd4880001117a19","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6562","5b22d1be65be5e0001ab3aa8","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6563","5973a554bfd3ae000163b016","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6564","5a5fd26aacc75b00017ab97e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6565","5b3ba37dc49ecb00010a9f4c","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6566","5b68c047ca518a0001c7bc01","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6567","58335814d6ed08000154e575","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6568","5b11c2c330d562000155c1fe","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6569","5b2e41eb1d2f710001fb32db","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6570","5b165033f6cef00001427e90","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6571","5b5b1bbddb56360001f44ec9","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6572","565248ccfea9c60012c5cc62","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6573","5a1ed5999b760100013a8b3f","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6574","5a7fab56f49c9a0001f3549e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6575","5592a7f2fdf99b3a9e651fd9","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6576","59a426b35fd74b0001abfa4f","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6577","5b4efaf99fe6a800019399cc","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6578","5962799cb752840001ca478b","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6579","5b58ec3087d34d0001028a60","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6580","5b2e3a615307700001058060","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6581","5a05a6607ecfc50001be0c68","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6582","5b50f88151010b000120394d","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6583","5aead79e883c80000161f4f6","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6584","5b4cbfd51aa4be0001cbca8e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6585","5a787b42b093f80001a75ee0","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6586","58541df2b6451b00010b8758","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6587","58110cfec7679900017ed0fc","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",0,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",1
"6588","5a2596678c9099000128e1a7","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.3...Q2.43.3",1,"rating","target","leftno_rightyes","voll","max","03","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_03","03","b1","03",0
"6589","5b5e0ddeba7ec90001fe9d3e","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.4...Q2.43.4",1,"rating","target","leftno_rightyes","voll","max","04","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_04","04","b1","02",0
"6590","59dbc8af16ecc200016fea4d","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.4...Q2.43.4",1,"rating","target","leftno_rightyes","voll","max","04","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_04","04","b1","02",0
"6591","5aeaf9a9cb04880001cbd1a5","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.4...Q2.43.4",1,"rating","target","leftno_rightyes","voll","max","04","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_04","04","b1","02",0
"6592","5a942689b5e2110001c67d93","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.4...Q2.43.4",0,"rating","target","leftno_rightyes","voll","max","04","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_04","04","b1","02",1
"6593","5aeb3e5fa92bbd0001ed1c40","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.4...Q2.43.4",1,"rating","target","leftno_rightyes","voll","max","04","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_04","04","b1","02",0
"6594","5b2918db3096610001b105dd","b1__item_14.voll_max..left.right..pet.flasche...Q2.43.4...Q2.43.4",NA,"rating","target","leftno_rightyes","voll","max","04","pet.flasche","Abs","Abs1-b1__item_14","leftno_rightyes_04","04","b1","02",NA
