"","subject","item","value","measure","item_type","pict_order","adjective","adj_type","pict_position","noun"
"5617","5a624af663394a000155452c","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5618","5a999b86873cda0001dca822","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5619","55c62a07fdf99b43b969fe89","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5620","5a0b1b000fff620001a6c354","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5621","585bc9fc0eace7000143a341","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5622","5aeac516852ddf0001ced4ed","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5623","5aeb0287ef51c30001b69c77","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5624","5aeacf87fcc5a500010e2a8a","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5625","5b0ac1af444cef0001ca2eb5","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5626","59d4ea67e59146000112e58f","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5627","59763fde21bc3d0001a1ccdb","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5628","5b0b2c3dbd9c310001562ad7","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5629","59a7d65958754f00010e5d41","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5630","5b0d287f1e55760001b97d55","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5631","565da5c9f3a62b00108c6f4c","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5632","5a09da115d06850001aff966","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5633","5b0d0f0ebd9c3100015655d9","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5634","5a0e16f0063e8600012f86b7","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5635","5a0c4ff2120fb30001948e0c","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5636","556db1d1fdf99b26054b1774","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5637","58a20857c5bcf000011b09ff","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5638","5b06ec15b10e580001a3a7f8","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5639","56310c53597d1f0005f63c73","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5640","5acf76aa5b53cb0001f32eae","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5641","5a8fc6475292b800012363ee","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5642","59edd7ae6100f9000194ab30","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5643","5b0ba2a6444cef0001ca454d","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5644","5b02cd96c573030001c362d0","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5645","58b1dac6c352cc0001ed5515","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5646","5aeb85d323e2ca0001974778","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5647","5af9ecefe19f8c00019e92fc","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5648","5ae0b6a2066c510001d46dc1","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",0,"rating","target","reversed","leicht","relative","04","kissen"
"5649","5b0b82309663ee000145779c","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5650","5aab01a275d3c50001260083","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5651","5a46338bf7b7bc00014e077a","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5652","5ad51929546e150001b699a9","b1__item_10.leicht..reversed...Q1.18.4...Q1.18.4",1,"rating","target","reversed","leicht","relative","04","kissen"
"5653","5a624af663394a000155452c","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5654","5a999b86873cda0001dca822","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5655","55c62a07fdf99b43b969fe89","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5656","5a0b1b000fff620001a6c354","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5657","585bc9fc0eace7000143a341","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5658","5aeac516852ddf0001ced4ed","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5659","5aeb0287ef51c30001b69c77","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5660","5aeacf87fcc5a500010e2a8a","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5661","5b0ac1af444cef0001ca2eb5","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5662","59d4ea67e59146000112e58f","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5663","59763fde21bc3d0001a1ccdb","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5664","5b0b2c3dbd9c310001562ad7","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5665","59a7d65958754f00010e5d41","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5666","5b0d287f1e55760001b97d55","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5667","565da5c9f3a62b00108c6f4c","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5668","5a09da115d06850001aff966","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5669","5b0d0f0ebd9c3100015655d9","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5670","5a0e16f0063e8600012f86b7","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5671","5a0c4ff2120fb30001948e0c","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5672","556db1d1fdf99b26054b1774","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5673","58a20857c5bcf000011b09ff","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5674","5b06ec15b10e580001a3a7f8","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5675","56310c53597d1f0005f63c73","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5676","5acf76aa5b53cb0001f32eae","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5677","5a8fc6475292b800012363ee","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5678","59edd7ae6100f9000194ab30","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5679","5b0ba2a6444cef0001ca454d","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5680","5b02cd96c573030001c362d0","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5681","58b1dac6c352cc0001ed5515","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5682","5aeb85d323e2ca0001974778","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5683","5af9ecefe19f8c00019e92fc","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",NA,"rating","target","reversed","leicht","relative","05","kissen"
"5684","5ae0b6a2066c510001d46dc1","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",0,"rating","target","reversed","leicht","relative","05","kissen"
"5685","5b0b82309663ee000145779c","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5686","5aab01a275d3c50001260083","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5687","5a46338bf7b7bc00014e077a","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5688","5ad51929546e150001b699a9","b1__item_10.leicht..reversed...Q1.18.5...Q1.18.5",1,"rating","target","reversed","leicht","relative","05","kissen"
"5689","5a624af663394a000155452c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.805,"timing","target","reversed","leicht","relative","-","kissen"
"5690","5a999b86873cda0001dca822","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.031,"timing","target","reversed","leicht","relative","-","kissen"
"5691","55c62a07fdf99b43b969fe89","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",3.438,"timing","target","reversed","leicht","relative","-","kissen"
"5692","5a0b1b000fff620001a6c354","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.343,"timing","target","reversed","leicht","relative","-","kissen"
"5693","585bc9fc0eace7000143a341","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.687,"timing","target","reversed","leicht","relative","-","kissen"
"5694","5aeac516852ddf0001ced4ed","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.669,"timing","target","reversed","leicht","relative","-","kissen"
"5695","5aeb0287ef51c30001b69c77","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.777,"timing","target","reversed","leicht","relative","-","kissen"
"5696","5aeacf87fcc5a500010e2a8a","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.385,"timing","target","reversed","leicht","relative","-","kissen"
"5697","5b0ac1af444cef0001ca2eb5","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.266,"timing","target","reversed","leicht","relative","-","kissen"
"5698","59d4ea67e59146000112e58f","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.723,"timing","target","reversed","leicht","relative","-","kissen"
"5699","59763fde21bc3d0001a1ccdb","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.956,"timing","target","reversed","leicht","relative","-","kissen"
"5700","5b0b2c3dbd9c310001562ad7","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",11.381,"timing","target","reversed","leicht","relative","-","kissen"
"5701","59a7d65958754f00010e5d41","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",0.244,"timing","target","reversed","leicht","relative","-","kissen"
"5702","5b0d287f1e55760001b97d55","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",3.382,"timing","target","reversed","leicht","relative","-","kissen"
"5703","565da5c9f3a62b00108c6f4c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.297,"timing","target","reversed","leicht","relative","-","kissen"
"5704","5a09da115d06850001aff966","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.513,"timing","target","reversed","leicht","relative","-","kissen"
"5705","5b0d0f0ebd9c3100015655d9","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.94,"timing","target","reversed","leicht","relative","-","kissen"
"5706","5a0e16f0063e8600012f86b7","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.319,"timing","target","reversed","leicht","relative","-","kissen"
"5707","5a0c4ff2120fb30001948e0c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.44,"timing","target","reversed","leicht","relative","-","kissen"
"5708","556db1d1fdf99b26054b1774","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",4.895,"timing","target","reversed","leicht","relative","-","kissen"
"5709","58a20857c5bcf000011b09ff","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.401,"timing","target","reversed","leicht","relative","-","kissen"
"5710","5b06ec15b10e580001a3a7f8","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.641,"timing","target","reversed","leicht","relative","-","kissen"
"5711","56310c53597d1f0005f63c73","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.799,"timing","target","reversed","leicht","relative","-","kissen"
"5712","5acf76aa5b53cb0001f32eae","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.518,"timing","target","reversed","leicht","relative","-","kissen"
"5713","5a8fc6475292b800012363ee","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",3.586,"timing","target","reversed","leicht","relative","-","kissen"
"5714","59edd7ae6100f9000194ab30","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.827,"timing","target","reversed","leicht","relative","-","kissen"
"5715","5b0ba2a6444cef0001ca454d","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.041,"timing","target","reversed","leicht","relative","-","kissen"
"5716","5b02cd96c573030001c362d0","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.757,"timing","target","reversed","leicht","relative","-","kissen"
"5717","58b1dac6c352cc0001ed5515","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",3.265,"timing","target","reversed","leicht","relative","-","kissen"
"5718","5aeb85d323e2ca0001974778","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.496,"timing","target","reversed","leicht","relative","-","kissen"
"5719","5af9ecefe19f8c00019e92fc","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",4.226,"timing","target","reversed","leicht","relative","-","kissen"
"5720","5ae0b6a2066c510001d46dc1","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",2.095,"timing","target","reversed","leicht","relative","-","kissen"
"5721","5b0b82309663ee000145779c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.414,"timing","target","reversed","leicht","relative","-","kissen"
"5722","5aab01a275d3c50001260083","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.645,"timing","target","reversed","leicht","relative","-","kissen"
"5723","5a46338bf7b7bc00014e077a","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.352,"timing","target","reversed","leicht","relative","-","kissen"
"5724","5ad51929546e150001b699a9","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Erster.Klick",1.152,"timing","target","reversed","leicht","relative","-","kissen"
"5725","5a624af663394a000155452c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",4.039,"timing","target","reversed","leicht","relative","-","kissen"
"5726","5a999b86873cda0001dca822","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",4.363,"timing","target","reversed","leicht","relative","-","kissen"
"5727","55c62a07fdf99b43b969fe89","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",7.496,"timing","target","reversed","leicht","relative","-","kissen"
"5728","5a0b1b000fff620001a6c354","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",4.817,"timing","target","reversed","leicht","relative","-","kissen"
"5729","585bc9fc0eace7000143a341","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.41,"timing","target","reversed","leicht","relative","-","kissen"
"5730","5aeac516852ddf0001ced4ed","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",4.438,"timing","target","reversed","leicht","relative","-","kissen"
"5731","5aeb0287ef51c30001b69c77","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",4.939,"timing","target","reversed","leicht","relative","-","kissen"
"5732","5aeacf87fcc5a500010e2a8a","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",3.051,"timing","target","reversed","leicht","relative","-","kissen"
"5733","5b0ac1af444cef0001ca2eb5","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.594,"timing","target","reversed","leicht","relative","-","kissen"
"5734","59d4ea67e59146000112e58f","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.405,"timing","target","reversed","leicht","relative","-","kissen"
"5735","59763fde21bc3d0001a1ccdb","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.663,"timing","target","reversed","leicht","relative","-","kissen"
"5736","5b0b2c3dbd9c310001562ad7","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",16.244,"timing","target","reversed","leicht","relative","-","kissen"
"5737","59a7d65958754f00010e5d41","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",3.552,"timing","target","reversed","leicht","relative","-","kissen"
"5738","5b0d287f1e55760001b97d55","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",7.428,"timing","target","reversed","leicht","relative","-","kissen"
"5739","565da5c9f3a62b00108c6f4c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.102,"timing","target","reversed","leicht","relative","-","kissen"
"5740","5a09da115d06850001aff966","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.786,"timing","target","reversed","leicht","relative","-","kissen"
"5741","5b0d0f0ebd9c3100015655d9","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.249,"timing","target","reversed","leicht","relative","-","kissen"
"5742","5a0e16f0063e8600012f86b7","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",7.108,"timing","target","reversed","leicht","relative","-","kissen"
"5743","5a0c4ff2120fb30001948e0c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",4.434,"timing","target","reversed","leicht","relative","-","kissen"
"5744","556db1d1fdf99b26054b1774","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",8.931,"timing","target","reversed","leicht","relative","-","kissen"
"5745","58a20857c5bcf000011b09ff","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",9.44,"timing","target","reversed","leicht","relative","-","kissen"
"5746","5b06ec15b10e580001a3a7f8","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.056,"timing","target","reversed","leicht","relative","-","kissen"
"5747","56310c53597d1f0005f63c73","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.711,"timing","target","reversed","leicht","relative","-","kissen"
"5748","5acf76aa5b53cb0001f32eae","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",6.311,"timing","target","reversed","leicht","relative","-","kissen"
"5749","5a8fc6475292b800012363ee","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",7.222,"timing","target","reversed","leicht","relative","-","kissen"
"5750","59edd7ae6100f9000194ab30","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",13.367,"timing","target","reversed","leicht","relative","-","kissen"
"5751","5b0ba2a6444cef0001ca454d","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",5.499,"timing","target","reversed","leicht","relative","-","kissen"
"5752","5b02cd96c573030001c362d0","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",11.167,"timing","target","reversed","leicht","relative","-","kissen"
"5753","58b1dac6c352cc0001ed5515","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",15.81,"timing","target","reversed","leicht","relative","-","kissen"
"5754","5aeb85d323e2ca0001974778","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",6.219,"timing","target","reversed","leicht","relative","-","kissen"
"5755","5af9ecefe19f8c00019e92fc","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",7.335,"timing","target","reversed","leicht","relative","-","kissen"
"5756","5ae0b6a2066c510001d46dc1","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",6.726,"timing","target","reversed","leicht","relative","-","kissen"
"5757","5b0b82309663ee000145779c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",4.193,"timing","target","reversed","leicht","relative","-","kissen"
"5758","5aab01a275d3c50001260083","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",3.289,"timing","target","reversed","leicht","relative","-","kissen"
"5759","5a46338bf7b7bc00014e077a","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",7.264,"timing","target","reversed","leicht","relative","-","kissen"
"5760","5ad51929546e150001b699a9","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Letzter.Klick",6.35,"timing","target","reversed","leicht","relative","-","kissen"
"5761","5a624af663394a000155452c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",5.076,"timing","target","reversed","leicht","relative","-","kissen"
"5762","5a999b86873cda0001dca822","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",5.751,"timing","target","reversed","leicht","relative","-","kissen"
"5763","55c62a07fdf99b43b969fe89","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",8.37,"timing","target","reversed","leicht","relative","-","kissen"
"5764","5a0b1b000fff620001a6c354","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",6.335,"timing","target","reversed","leicht","relative","-","kissen"
"5765","585bc9fc0eace7000143a341","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",6.225,"timing","target","reversed","leicht","relative","-","kissen"
"5766","5aeac516852ddf0001ced4ed","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",4.809,"timing","target","reversed","leicht","relative","-","kissen"
"5767","5aeb0287ef51c30001b69c77","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",5.823,"timing","target","reversed","leicht","relative","-","kissen"
"5768","5aeacf87fcc5a500010e2a8a","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",3.663,"timing","target","reversed","leicht","relative","-","kissen"
"5769","5b0ac1af444cef0001ca2eb5","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",6.366,"timing","target","reversed","leicht","relative","-","kissen"
"5770","59d4ea67e59146000112e58f","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",5.728,"timing","target","reversed","leicht","relative","-","kissen"
"5771","59763fde21bc3d0001a1ccdb","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",6.282,"timing","target","reversed","leicht","relative","-","kissen"
"5772","5b0b2c3dbd9c310001562ad7","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",17.303,"timing","target","reversed","leicht","relative","-","kissen"
"5773","59a7d65958754f00010e5d41","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",4.216,"timing","target","reversed","leicht","relative","-","kissen"
"5774","5b0d287f1e55760001b97d55","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",8.205,"timing","target","reversed","leicht","relative","-","kissen"
"5775","565da5c9f3a62b00108c6f4c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",6.211,"timing","target","reversed","leicht","relative","-","kissen"
"5776","5a09da115d06850001aff966","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",6.791,"timing","target","reversed","leicht","relative","-","kissen"
"5777","5b0d0f0ebd9c3100015655d9","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",6.171,"timing","target","reversed","leicht","relative","-","kissen"
"5778","5a0e16f0063e8600012f86b7","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",9.843,"timing","target","reversed","leicht","relative","-","kissen"
"5779","5a0c4ff2120fb30001948e0c","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",5.472,"timing","target","reversed","leicht","relative","-","kissen"
"5780","556db1d1fdf99b26054b1774","b1__item_10.leicht..reversed...Q1.18.1...Q1.18.1Timing...Seite.absenden",9.821,"timing","target","reversed","leicht","relative","-","kissen"
